Price,Close,High,Low,Open,Volume
Ticker,TT,TT,TT,TT,TT
Date,,,,,
2010-01-04,17.745662689208984,17.843570614677528,17.574325703208203,17.623280419370143,3822190
2010-01-05,17.569419860839844,17.75054827347226,17.447036164782514,17.672220477851138,3251863
2010-01-06,17.4421443939209,17.613481306312114,17.324656440689022,17.569423888920667,4220644
2010-01-07,17.618385314941406,17.868047143935513,17.3442446200821,17.45194258875661,5109864
2010-01-08,17.921876907348633,17.956144269097926,17.45681963977194,17.540040160183974,3970340
2010-01-11,18.36246681213379,18.533805206702528,17.9855256591624,18.04916464406928,5473459
2010-01-12,17.975744247436523,18.225407571269713,17.838674660031735,18.171558589524217,4040703
2010-01-13,17.956161499023438,18.039383606145446,17.82888346574079,18.005116211514697,3737141
2010-01-14,18.107913970947266,18.12749554978819,17.87783230313495,17.916995460816803,2512246
2010-01-15,18.142175674438477,18.240082031120544,17.980628829744123,18.12259410173119,4333935
2010-01-19,18.352670669555664,18.514217469992474,18.068740203367444,18.10300756950368,7963596
2010-01-20,18.230295181274414,18.249876757400724,17.843562443202764,18.215609375893344,6475485
2010-01-21,17.951261520385742,18.32820274136486,17.89741255926662,18.30372689976373,6810677
2010-01-22,17.251220703125,18.005104397184095,17.246324933717265,17.912092312708303,5251235
2010-01-25,17.138633728027344,17.5204722467216,17.133737956711375,17.393192740490182,4863593
2010-01-26,17.016244888305664,17.182687501423057,16.7323143468347,17.074989605909632,6158529
2010-01-27,16.585460662841797,16.888972911472266,16.24768102378975,16.879182874289686,9451545
2010-01-28,16.296628952026367,16.64419848369673,16.03717423891481,16.600139567562913,5878530
2010-01-29,15.8903226852417,16.458184069194985,15.885426912799296,16.350486116593142,6614920
2010-02-01,16.169361114501953,16.330908078470145,15.973546749709191,16.1840469281617,7360024
2010-02-02,16.884071350097656,17.030932405464615,16.228093878140957,16.30642017616454,8241335
2010-02-03,16.908552169799805,17.060309026694238,16.70784212000758,16.7616910842516,3454722
2010-02-04,16.18404197692871,16.781274928748378,16.159564623747237,16.781274928748378,4789357
2010-02-05,16.110610961914062,16.198727321241655,15.625970232184807,16.14487835127174,8452586
2010-02-08,16.09592628479004,16.39943854533568,15.816891378444323,16.066554665234204,3634179
2010-02-09,16.428802490234375,17.08967567635684,16.38474508148189,16.649094054559995,7150065
2010-02-10,16.3455867767334,16.634413178116205,16.24767888352955,16.419017319922578,6059279
2010-02-11,16.6344051361084,16.678462536609175,16.19382208997598,16.340683105353452,6718527
2010-02-12,15.334465026855469,15.520871757275092,14.775241815665929,15.197111030268799,28063985
2010-02-16,15.638603210449219,15.692563329740238,15.30012637307197,15.422762733285143,6080420
2010-02-17,15.957457542419434,16.08990414286036,15.535586845916098,15.668034956322256,6865224
2010-02-18,16.30575180053711,16.384239827961743,15.844638414332122,15.942746938647018,5582715
2010-02-19,16.36461067199707,16.472530907576534,16.138958446713517,16.23706843813359,4053936
2010-02-22,16.32046890258789,16.482349336341716,16.291036645529374,16.39895693469859,4524044
2010-02-23,15.947650909423828,16.315560096526458,15.834826270959823,16.197829579444015,7784622
2010-02-24,15.893688201904297,16.02613633340348,15.672943329359626,15.97708208505638,7114722
2010-02-25,15.692564010620117,15.751428499698715,15.437479524728376,15.677846378385121,8452263
2010-02-26,15.653316497802734,15.721992726289985,15.496342045551161,15.69256048835688,5886599
2010-03-01,16.035947799682617,16.104624054589024,15.65822688773179,15.668038644127327,7218814
2010-03-02,16.1046199798584,16.178202094345103,16.006511500519597,16.163485973440803,9021299
2010-03-03,16.506872177124023,16.703090687443733,16.178205530603158,16.188017286600182,8011042
2010-03-04,16.276308059692383,16.688365383001553,16.192914211909955,16.654027272725788,9427822
2010-03-05,16.649126052856445,16.737424283101927,16.413663602213457,16.438191475601418,5328376
2010-03-08,16.693275451660156,16.752141445474855,16.49705698224305,16.644221211797184,3799274
2010-03-09,16.60007095336914,16.845345166917365,16.526490350266368,16.541206470886923,4374281
2010-03-10,16.62460708618164,16.707999484434385,16.457820779710225,16.604985078951714,3669522
