Price,Close,High,Low,Open,Volume
Ticker,CTAS,CTAS,CTAS,CTAS,CTAS
Date,,,,,
2010-01-04,3.2301151752471924,3.2472512239187927,3.1970675649720492,3.21053131972934,4204400
2010-01-05,3.2252206802368164,3.227668721567357,3.199516713182282,3.2203245975757353,5822400
2010-01-06,3.23378849029541,3.2399083599722855,3.2056367162488835,3.2056367162488835,6280400
2010-01-07,3.2619388103485107,3.2619388103485107,3.182379372722051,3.182379372722051,4140400
2010-01-08,3.2937631607055664,3.2949871809833957,3.2399074357710633,3.2509233848135297,10043200
2010-01-11,3.280299663543701,3.296211696086188,3.265611884920825,3.2888678067747494,2839600
2010-01-12,3.236236333847046,3.2851959886452815,3.226444402887399,3.2729560165812104,4056000
2010-01-13,3.286419630050659,3.293763519058634,3.2411318086757643,3.2472519107307622,3398400
2010-01-14,3.2656116485595703,3.288867568730258,3.257043739406689,3.2692834762205107,3462000
2010-01-15,3.2117557525634766,3.288867397848907,3.1909478742198845,3.2839713166113547,5469600
2010-01-19,3.2631635665893555,3.2631635665893555,3.1958440811317392,3.1958440811317392,2735600
2010-01-20,3.212980031967163,3.239907780571143,3.1823802221389044,3.23868376016305,4123200
2010-01-21,3.154228687286377,3.223996221520835,3.1517806462884566,3.2068604014514706,7512000
2010-01-22,3.090580463409424,3.1811558628369583,3.0795645143681565,3.1603479850321197,8358800
2010-01-25,3.0856845378875732,3.105268629860198,3.0648768924915513,3.105268629860198,5290000
2010-01-26,3.0624284744262695,3.0881321980124516,3.055084353294806,3.0734444226654847,5861200
2010-01-27,3.086909294128418,3.088133314759632,3.036725615538962,3.0416216980638184,6942400
2010-01-28,3.0550854206085205,3.106493119198474,3.0416216607464794,3.095477400568827,5386800
2010-01-29,3.0734450817108154,3.1052689130639353,3.06120511065838,3.06120511065838,7532000
2010-02-01,3.086909294128418,3.1003732876137087,3.0685494515763354,3.084461486324054,4087200
2010-02-02,3.1138370037078857,3.119956872860713,3.0648773501111357,3.0820131705054874,4188800
2010-02-03,3.0979247093200684,3.105268831834235,3.074669021732612,3.08813277942587,2527200
