Price,Close,High,Low,Open,Volume
Ticker,FRT,FRT,FRT,FRT,FRT
Date,,,,,
2010-01-04,40.33292770385742,41.12719076860483,39.99596900690941,40.952692988908765,662400
2010-01-05,40.28478240966797,40.332920669612996,39.40026598444313,40.056132561004816,778800
2010-01-06,40.176475524902344,40.65183053528231,39.785364768778734,40.31487188112633,578300
2010-01-07,40.1644401550293,40.60970756947455,39.64094692282248,40.044099099465825,689700
2010-01-08,39.9117317199707,40.16445075779796,39.40628905359797,40.06817421535812,770900
2010-01-11,40.41114044189453,40.447241836091905,40.104264819067495,40.25469341584515,373900
2010-01-12,39.719181060791016,40.31487721483304,39.297978096653026,40.12232873116703,763400
2010-01-13,40.50742721557617,40.63378673233457,39.79740379470648,39.899694176265456,737000
2010-01-14,40.344970703125,40.59768976427679,40.06817791342316,40.489380939394785,522800
2010-01-15,40.669883728027344,40.73607269496626,39.94180968241691,40.278772947938016,916500
2010-01-19,41.674739837646484,41.87932052621583,40.477324899079555,40.645808784080536,943600
2010-01-20,41.13321304321289,41.40398279417217,40.97074752006262,41.253554134590715,665900
2010-01-21,40.3028450012207,41.4701681766918,40.21258689515242,41.187361586679565,810300
2010-01-22,39.41229248046875,40.79623741148936,39.31000213610819,40.230624416786185,730100
2010-01-25,39.490535736083984,39.845549810890944,38.79254904248778,39.76732395860653,597100
2010-01-26,39.334075927734375,40.00799318530169,39.14754132332884,39.3280574977298,452600
2010-01-27,39.153564453125,39.48450928234601,38.63007115709837,39.153564453125,660600
2010-01-28,38.834651947021484,39.26788709438432,38.31717714219553,39.23779953498306,537800
2010-01-29,38.738380432128906,39.35213183372423,38.65414076378721,39.06330683461156,653900
2010-02-01,39.640960693359375,39.68909896859391,38.888817358014464,39.00916304610081,680600
2010-02-02,40.802268981933594,40.88049482455948,39.46646172329035,39.83952645926411,1016300
2010-02-03,40.1644401550293,40.80225601280631,39.8876520546597,40.60970756947455,451500
2010-02-04,38.34725570678711,39.965866501236455,38.28106676024148,39.827474769889214,1122200
2010-02-05,39.123477935791016,39.237805169071436,38.124634172141796,38.43752601290272,612600
2010-02-08,38.257015228271484,39.376204747389394,38.160738689082905,39.14153642151481,659000
2010-02-09,37.968204498291016,38.80458773687883,37.5650566677498,38.80458773687883,1325900
2010-02-10,37.95014190673828,38.53380583814011,37.264187588994666,37.90802206584941,604700
2010-02-11,38.35328674316406,38.51574994844656,37.565039849836126,37.78165745687946,740900
2010-02-12,38.78651809692383,38.858725493264075,37.71546696682334,37.84182646738061,601500
2010-02-16,39.84553146362305,39.95384024784429,39.07533770503509,39.12948980178725,547300
2010-02-17,40.39309310913086,40.39911153958785,39.83951686573922,39.97189479148882,600000
2010-02-18,40.964725494384766,40.98277619541314,40.11029198044735,40.471319773167075,659400
2010-02-19,41.2114372253418,41.49424385998891,40.65786082047268,40.892529178856726,567500
2010-02-22,41.265594482421875,41.506281276218296,41.04897682707698,41.355852603935375,543100
2010-02-23,41.079044342041016,41.35583703466972,40.95870328580708,41.1632885902652,1038800
2010-02-24,41.289669036865234,41.3859410125806,41.03093150297111,41.07906519546911,554500
2010-02-25,41.54837417602539,41.60854468777324,40.51943868505931,40.663853422113085,410900
2010-02-26,41.494239807128906,41.897387502338404,41.22948390426023,41.57246105537727,596000
2010-03-01,41.86129379272461,41.86731222545618,41.30771734011678,41.60857470662788,378500
2010-03-02,42.0959587097168,42.13807855393599,41.75298152372657,41.90341019461208,390500
2010-03-03,41.987648010253906,42.168164243552354,41.80713636767397,42.168164243552354,544400
2010-03-04,42.065853118896484,42.150092762054705,41.86126784928633,42.02372870660112,319500
2010-03-05,42.99250030517578,43.06470769970915,41.90941693147982,42.288495423665786,1113800
2010-03-08,43.44982147216797,43.54609803554823,42.751834750537874,42.944383286579196,434000
2010-03-09,43.20912551879883,43.64837921259196,43.07674756749903,43.29938363020489,1127300
2010-03-10,43.24523162841797,43.45583082842536,42.962425020957355,43.12488594932927,501300
2010-03-11,43.191078186035156,43.257267166851584,42.848101008494865,43.00454810776265,559800
2010-03-12,43.54007339477539,43.546091826808365,43.17302708297968,43.29938661136071,400400
2010-03-15,43.47933578491211,43.8072531261235,43.29108874259587,43.570424707411114,598800
2010-03-16,44.384132385253906,44.45093060521457,43.45503576776803,43.63113974466668,631200
2010-03-17,44.73635482788086,44.93674955266499,44.35378687118208,44.59061531575402,805000
2010-03-18,44.63311767578125,44.79707402873429,44.46916132282821,44.730280427883066,646300
2010-03-19,44.19589614868164,44.67562683026475,44.104807223550004,44.19589614868164,682600
2010-03-22,44.663482666015625,44.863872736636864,43.8133271080412,43.90441603085544,434400
2010-03-23,44.669559478759766,44.7727960798027,44.23841011244211,44.74243155602963,407900
2010-03-24,44.82744598388672,45.124998853856304,44.420587316156265,44.420587316156265,443300
2010-03-25,45.0035400390625,45.932636797350554,44.94888483582362,45.10069815274585,740100
2010-03-26,44.590606689453125,45.452905199435854,44.450936402327216,45.27680119957042,408000
2010-03-29,44.693851470947266,44.74243285720665,44.286992785220825,44.74243285720665,431200
2010-03-30,44.274837493896484,44.85172623879418,44.080512002674425,44.784928009430274,386400
2010-03-31,44.214107513427734,44.56631550925413,43.874047177029624,44.15338311521016,628600
2010-04-01,44.129112243652344,44.57240935233635,43.72225349663968,44.46917736571702,363100
2010-04-05,45.29503631591797,45.29503631591797,44.12304150922886,44.2384165237405,589100
2010-04-06,46.19375991821289,46.41844531473265,44.930671899300734,45.19786484294854,554700
2010-04-07,44.97925567626953,46.40023093159087,44.79707781715961,45.9994414947392,711800
2010-04-08,44.97319030761719,45.03391936073082,44.56633159642302,44.78494321529851,370800
2010-04-09,45.635093688964844,45.76869017751603,44.79708103640767,44.95496821678414,505700
2010-04-12,45.25859832763672,45.72011224116378,45.1371494923288,45.61688026785444,461700
2010-04-13,46.072322845458984,46.26664377226367,45.11286124243371,45.11286124243371,424300
2010-04-14,45.635093688964844,46.430594156095964,45.337540821812674,46.41237729547094,569600
2010-04-15,44.70598602294922,45.70188098431788,44.50559133813153,45.43468807122763,901800
2010-04-16,44.49951171875,45.10676489096651,44.153377595905546,44.457004182013804,1329600
2010-04-19,44.590606689453125,45.07641114652843,44.19589114720128,44.4145026895877,549300
2010-04-20,45.27681350708008,45.288961169945104,44.28091826904062,44.79708274938196,554400
2010-04-21,46.19375991821289,46.3577162762853,45.094632890348315,45.2889537676444,780300
2010-04-22,47.26252746582031,47.371833249799266,45.63508836711998,45.768684840091495,492100
2010-04-23,47.69974899291992,47.930503581103615,46.82530275058164,47.1714369493447,747200
2010-04-26,47.7301139831543,48.021597639433,47.47506867952014,47.72404015221761,639000
2010-04-27,46.19375991821289,47.84548969171721,46.12696168230094,47.414340389996994,545400
2010-04-28,46.254493713378906,46.77673204580972,46.0662466283083,46.564194267024185,405900
2010-04-29,47.851566314697266,47.93050758312048,46.588478222073334,46.80708980091114,537500
2010-04-30,46.99533462524414,48.45274353723933,46.8192306043846,47.83941637948371,512400
2010-05-03,48.28879165649414,48.379880599365144,47.34755160143,47.34755160143,499500
2010-05-04,47.341468811035156,48.228058112387124,47.01962528904149,47.4204100756642,585700
2010-05-05,46.661338806152344,47.66330762316202,46.558106862690224,47.566149509602006,511200
2010-05-06,45.08855438232422,46.68562878213701,42.42878678158124,46.47916489835556,827200
2010-05-07,44.651344299316406,45.99944766523715,43.77689787104868,45.118932038366914,871300
2010-05-10,47.54792404174805,47.578283919810794,46.12694924535733,46.53988157739685,883800
2010-05-11,47.51148986816406,47.84548098695921,46.400220014573776,46.83136923785295,528100
2010-05-12,47.88800811767578,47.9426587051233,47.3475529101391,47.63296277696827,516400
2010-05-13,47.01962661743164,47.881925254111124,46.90424699950434,47.76655026915916,739400
2010-05-14,45.84157180786133,46.78281671725696,45.50758511609111,46.722092285387575,548000
2010-05-17,45.46506118774414,46.55204526901939,44.21411610315573,46.060166892055406,461500
2010-05-18,44.201969146728516,46.10267034586002,44.03193896060494,45.93871399009089,570900
2010-05-19,43.65544891357422,44.602762786194674,42.91459898427832,43.95907562997575,525200
2010-05-20,41.50576400756836,43.187858319190774,41.43896577090609,42.53809744409201,1248000
2010-05-21,42.9449577331543,43.023899000929994,40.98960120124125,41.18999591902808,1008400
2010-05-24,42.307350158691406,43.242521103004165,42.29520712722243,42.90246062615463,628100
2010-05-25,42.85386276245117,42.98745922214161,40.95316170924343,41.26285753891698,704100
2010-05-26,42.781009674072266,43.89835858726795,42.67170385248765,43.21216376080592,828700
2010-05-27,45.07643508911133,45.15537638630191,43.21823599183466,43.66760697485618,839600
2010-05-28,44.75456619262695,45.264661371902655,44.42057965863719,44.85780277430923,639300
2010-06-01,44.04407501220703,45.03390071932327,43.97120759139558,44.505588753568446,596000
2010-06-02,45.100711822509766,45.12500251653666,43.649376443479944,44.444881615688246,698600
2010-06-03,44.68170166015625,45.331462545598576,44.56024821293905,45.319314884389215,382700
2010-06-04,42.556331634521484,44.51775808668702,42.3923705748559,43.7586911181759,812000
2010-06-07,42.70206832885742,43.473278278587166,42.48953051853637,42.8174479828789,662200
2010-06-08,43.07248306274414,43.18786268919472,41.96120824907207,42.70205812485345,874900
2010-06-09,43.4004020690918,44.517746122627045,43.20608116269541,43.5157816998501,564600
2010-06-10,44.75456619262695,44.83958128367707,43.77688801257558,43.82546938831136,549100
2010-06-11,45.240386962890625,45.27682069131492,44.14732878039522,44.372014249290565,330200
2010-06-14,45.70187759399414,46.01764722269667,45.22822083445321,45.54399046315574,595100
2010-06-15,46.43666458129883,46.52167967996383,45.574365933139276,45.84762808842316,499600
2010-06-16,46.14518737792969,46.53382920695083,45.88406821471461,46.27271004373574,305400
2010-06-17,46.24235916137695,46.558128971614124,45.835500391251976,46.16341323408494,239100
2010-06-18,45.73224639892578,46.582401980069605,45.65937896506858,46.278775317730755,721600
2010-06-21,45.33147048950195,46.43059773982115,45.16144026657701,46.211986129495905,377100
2010-06-22,44.16740036010742,45.80935697623911,44.14902099871434,45.35598225609705,577400
2010-06-23,44.577877044677734,45.05575896685515,43.60985718091732,44.17351254172648,397800
2010-06-24,43.738521575927734,44.74942825693315,43.68338350616674,44.345063714810074,473100
2010-06-25,45.06189727783203,45.080276636840146,43.82430079585281,43.94070963530807,926000
2010-06-28,44.663658142089844,45.31308705289274,44.443096497986474,45.12316078825475,366900
